"","weight","hindfoot_length","sex","species_id"
"998",29,21,"F","OL"
"999",28,20,"M","OL"
"1000",37,36,"F","DM"
"1001",128,51,"F","DS"
"1002",40,34,"F","DM"
"1003",44,38,"M","DM"
"1004",37,36,"F","DM"
"1005",119,47,"F","DS"
"1006",39,35,"M","DM"
"1007",223,32,"M","NL"
"1008",33,21,"M","OL"
"1009",38,34,"F","DM"
"1010",25,20,"F","OT"
"1011",7,17,"F","RM"
"1012",32,21,"F","OL"
"1013",41,36,"F","DM"
"1014",136,51,"M","DS"
"1015",46,38,"M","DM"
"1016",101,49,"F","DS"
"1017",52,33,"M","DO"
"1018",122,49,"F","DS"
"1019",118,50,"F","DS"
"1020",116,51,"F","DS"
"1021",30,21,"F","OL"
"1022",44,33,"F","DO"
"1023",44,21,"M","OL"
"1024",27,20,"M","OL"
"1025",132,51,"F","DS"
"1026",42,37,"M","DM"
"1027",181,31,"F","NL"
"1028",40,38,"M","DM"
"1029",38,38,"M","DM"
"1030",42,37,"M","DM"
"1031",32,21,"M","OL"
"1032",46,38,"M","DM"
"1033",120,47,"F","DS"
"1034",113,52,"F","DS"
"1035",42,38,"F","DM"
"1036",44,36,"F","DM"
"1037",37,36,"F","DM"
"1038",126,47,"M","DS"
"1039",124,51,"F","DS"
"1040",111,50,"F","DS"
"1041",42,36,"M","DM"
"1042",38,38,"M","DM"
"1043",118,51,"M","DS"
"1044",29,21,"F","OL"
"1045",23,20,"F","OT"
"1046",40,37,"F","DM"
"1047",43,38,"F","DM"
"1048",38,35,"F","DM"
"1049",142,51,"M","DS"
"1050",45,38,"M","DM"
"1051",49,36,"M","DM"
"1052",111,47,"F","DS"
"1053",28,20,"M","OT"
"1054",38,22,"F","OL"
"1055",32,21,"M","OL"
"1056",36,22,"M","OL"
"1057",26,22,"F","OT"
"1058",21,20,"M","OT"
"1059",45,38,"M","DM"
"1060",37,37,"F","DM"
"1061",128,48,"F","DS"
"1062",42,37,"F","DM"
"1063",37,36,"M","DM"
"1064",48,36,"F","DM"
"1065",45,36,"M","DM"
"1066",42,34,"F","DM"
"1067",52,34,"M","DO"
"1068",35,19,"M","OL"
"1069",50,39,"M","DM"
"1070",46,19,"M","OL"
"1071",43,36,"F","DM"
"1072",47,38,"M","DM"
"1073",35,21,"M","OL"
"1074",43,37,"M","DM"
"1075",31,19,"F","OL"
"1076",42,38,"F","DM"
"1077",45,38,"M","DM"
"1078",42,34,"F","DM"
"1079",40,20,"F","OL"
"1080",37,21,"M","OL"
"1081",50,36,"M","DM"
"1082",47,36,"M","DM"
"1083",44,36,"F","DM"
"1084",32,21,"F","OL"
"1085",48,37,"M","DM"
"1086",123,52,"F","DS"
"1087",36,21,"M","OL"
"1088",109,52,"M","DS"
"1089",46,35,"M","DM"
"1090",44,36,"M","DM"
"1091",127,52,"F","DS"
"1092",48,34,"F","DO"
"1093",125,50,"F","DS"
"1094",42,36,"M","DM"
"1095",45,37,"M","DM"
"1096",47,36,"M","DM"
"1097",124,50,"F","DS"
"1098",131,50,"F","DS"
"1099",44,37,"F","DM"
"1100",26,21,"M","OT"
"1101",30,20,"F","OL"
"1102",142,52,"M","DS"
"1103",43,36,"F","DM"
"1104",139,52,"M","DS"
"1105",30,20,"F","OT"
"1106",43,38,"M","DM"
"1107",132,52,"F","DS"
"1108",26,19,"F","PM"
"1109",48,37,"M","DM"
"1110",119,50,"F","DS"
"1111",137,51,"M","DS"
"1112",24,19,"F","PM"
"1113",130,49,"M","DS"
"1114",60,51,"M","DS"
"1115",127,51,"F","DS"
"1116",44,35,"F","DM"
"1117",35,22,"F","OL"
"1118",46,35,"M","DM"
"1119",34,21,"M","OL"
"1120",39,35,"F","DM"
"1121",40,36,"M","DM"
"1122",44,38,"M","DM"
"1123",43,37,"F","DM"
"1124",39,22,"F","OL"
"1125",26,21,"M","PM"
"1126",86,51,"M","DS"
"1127",23,34,"F","DM"
"1128",82,48,"F","DS"
"1129",37,36,"F","DM"
"1130",23,20,"M","PE"
"1131",54,36,"M","DM"
"1132",53,36,"M","DM"
"1133",50,37,"M","DM"
"1134",71,47,"F","DS"
"1135",142,54,"M","DS"
"1136",46,35,"F","DM"
"1137",71,51,"M","DS"
"1138",125,52,"F","DS"
"1139",73,47,"F","DS"
"1140",7,16,"F","PF"
"1141",29,32,"F","DO"
"1142",7,20,"F","PF"
"1143",141,51,"M","DS"
"1144",78,50,"M","DS"
"1145",49,37,"F","DM"
"1146",45,37,"M","DM"
"1147",144,52,"F","DS"
"1148",123,58,"F","DS"
"1149",141,50,"M","DS"
"1150",115,50,"F","DS"
"1151",140,52,"M","DS"
"1152",127,51,"M","DS"
"1153",54,37,"M","DM"
"1154",49,35,"F","DO"
"1155",46,36,"F","DM"
"1156",53,37,"M","DM"
"1157",129,48,"F","DS"
"1158",112,48,"F","DS"
"1159",71,48,"F","DS"
"1160",50,34,"F","DO"
"1161",54,35,"M","DO"
"1162",58,47,"F","DS"
"1163",55,37,"M","DM"
"1164",31,37,"M","DM"
"1165",46,38,"M","DM"
"1166",112,49,"F","DS"
"1167",129,51,"M","DS"
"1168",45,37,"M","DM"
"1169",47,39,"M","DM"
"1170",73,48,"M","DS"
"1171",75,48,"F","DS"
"1172",140,50,"F","DS"
"1173",86,31,"F","NL"
"1174",50,36,"F","DM"
"1175",239,32,"F","NL"
"1176",127,52,"F","DS"
"1177",144,51,"M","DS"
"1178",46,36,"F","DM"
"1179",71,50,"F","DS"
"1180",76,50,"M","DS"
"1181",51,44,"F","DS"
"1182",130,50,"F","DS"
"1183",143,50,"M","DS"
"1184",49,46,"M","DS"
"1185",124,49,"F","DS"
"1186",46,43,"F","DS"
"1187",34,37,"M","DM"
"1188",71,46,"M","DS"
"1189",119,48,"F","DS"
"1190",19,19,"M","PE"
"1191",143,52,"F","DS"
"1192",85,47,"M","DS"
"1193",63,47,"F","DS"
"1194",51,34,"F","DO"
"1195",28,18,"M","OT"
"1196",166,33,"M","NL"
"1197",15,21,"F","PP"
"1198",48,36,"F","DO"
"1199",67,46,"M","DS"
"1200",13,18,"M","PE"
"1201",143,52,"M","DS"
"1202",23,20,"M","OT"
"1203",126,30,"F","NL"
"1204",97,52,"M","DS"
"1205",18,22,"M","PM"
"1206",61,47,"M","DS"
"1207",43,39,"M","DM"
"1208",65,37,"F","DM"
"1209",99,50,"M","DS"
"1210",45,38,"F","DM"
"1211",135,47,"F","DS"
"1212",92,51,"F","DS"
"1213",95,49,"M","DS"
"1214",27,34,"M","DM"
"1215",101,32,"M","NL"
"1216",136,51,"F","DS"
"1217",66,27,"M","NL"
"1218",91,51,"M","DS"
"1219",72,30,"M","NL"
"1220",43,34,"F","DM"
"1221",96,49,"M","DS"
"1222",73,49,"F","DS"
"1223",47,37,"F","DM"
"1224",20,21,"M","PP"
"1225",43,37,"M","DM"
"1226",75,49,"M","DS"
"1227",76,48,"F","DS"
"1228",62,43,"M","DS"
"1229",114,49,"F","DS"
"1230",119,47,"F","DS"
"1231",63,44,"F","DS"
"1232",70,29,"M","NL"
"1233",147,49,"M","DS"
"1234",136,49,"F","DS"
"1235",60,47,"F","DS"
"1236",71,48,"M","DS"
"1237",63,50,"M","DS"
"1238",47,37,"F","DM"
"1239",135,50,"F","DS"
"1240",40,27,"M","NL"
"1241",46,37,"M","DM"
"1242",41,34,"M","DO"
"1243",47,45,"F","DS"
"1244",29,33,"M","DO"
"1245",66,47,"M","DS"
"1246",46,38,"M","DM"
"1247",147,52,"F","DS"
"1248",53,35,"F","DM"
"1249",184,32,"M","NL"
"1250",24,20,"M","OT"
"1251",19,32,"M","DM"
"1252",128,49,"F","DS"
"1253",15,18,"F","OT"
"1254",113,52,"F","DS"
"1255",20,33,"F","DM"
"1256",44,32,"F","DO"
"1257",114,50,"M","DS"
"1258",101,50,"F","DS"
"1259",40,35,"M","DO"
"1260",40,35,"M","DM"
"1261",112,47,"F","DS"
"1262",45,35,"F","DM"
"1263",21,32,"M","DM"
"1264",105,51,"M","DS"
"1265",140,51,"M","DS"
"1266",107,50,"F","DS"
"1267",123,51,"F","DS"
"1268",50,37,"M","DM"
"1269",132,51,"M","DS"
"1270",93,49,"M","DS"
"1271",20,22,"M","PP"
"1272",44,37,"F","DM"
"1273",36,36,"M","DM"
"1274",53,36,"F","DM"
"1275",45,37,"M","DM"
"1276",57,35,"F","DM"
"1277",105,51,"M","DS"
"1278",18,21,"F","OT"
"1279",27,20,"M","OT"
"1280",8,16,"F","PF"
"1281",116,48,"F","DS"
"1282",41,35,"F","DM"
"1283",120,50,"M","DS"
"1284",9,15,"F","PF"
"1285",96,46,"F","DS"
"1286",143,52,"M","DS"
"1287",94,30,"F","NL"
"1288",128,49,"F","DS"
"1289",91,50,"M","DS"
"1290",44,36,"M","DM"
"1291",38,33,"M","DO"
"1292",86,46,"M","DS"
"1293",7,15,"F","PF"
"1294",8,15,"M","PF"
"1295",27,20,"F","PE"
"1296",43,46,"M","DS"
"1297",32,33,"F","DM"
"1298",48,36,"M","DM"
"1299",21,19,"F","OL"
"1300",34,35,"M","DM"
"1301",206,32,"M","NL"
"1302",60,46,"M","DS"
"1303",14,22,"F","PP"
"1304",27,34,"F","DM"
"1305",50,35,"F","DM"
"1306",120,49,"F","DS"
"1307",59,46,"M","DS"
"1308",138,51,"F","DS"
"1309",95,50,"F","DS"
"1310",53,38,"F","DM"
"1311",16,20,"F","PP"
"1312",70,49,"M","DS"
"1313",10,20,"M","PP"
"1314",53,34,"F","DO"
"1315",79,50,"M","DS"
"1316",44,38,"M","DM"
"1317",41,35,"M","DM"
"1318",24,19,"F","PE"
"1319",27,20,"F","OT"
"1320",32,34,"F","DM"
"1321",10,17,"M","PF"
"1322",40,35,"F","DM"
"1323",141,51,"M","DS"
"1324",165,51,"F","DS"
"1325",116,30,"F","NL"
"1326",9,20,"F","PF"
"1327",78,47,"F","DS"
"1328",8,18,"M","PE"
"1329",80,50,"F","DS"
"1330",25,19,"F","OT"
"1331",45,37,"M","DM"
"1332",44,36,"F","DM"
"1333",99,51,"M","DS"
"1334",151,36,"M","NL"
"1335",133,50,"F","DS"
"1336",19,22,"M","OT"
"1337",31,35,"M","DM"
"1338",46,36,"M","DO"
"1339",108,51,"M","DS"
"1340",126,51,"F","DS"
"1341",145,51,"M","DS"
"1342",93,49,"F","DS"
"1343",98,51,"M","DS"
"1344",42,34,"F","DO"
"1345",125,49,"F","DS"
"1346",16,22,"M","PP"
"1347",36,21,"F","OL"
"1348",25,20,"F","OT"
"1349",108,49,"M","DS"
"1350",16,22,"F","PP"
"1351",44,34,"F","DM"
"1352",17,20,"F","PP"
"1353",44,36,"F","DM"
"1354",31,20,"F","OL"
"1355",40,35,"M","DM"
"1356",35,20,"M","OL"
"1357",11,21,"F","PP"
"1358",11,20,"F","PP"
"1359",59,48,"F","DS"
"1360",94,48,"M","DS"
"1361",68,50,"M","DS"
"1362",111,51,"F","DS"
"1363",23,34,"F","DM"
"1364",20,20,"M","OT"
"1365",45,20,"F","OL"
"1366",124,50,"F","DS"
"1367",17,21,"F","OT"
"1368",94,49,"M","DS"
"1369",136,30,"F","NL"
"1370",148,51,"F","DS"
"1371",24,20,"F","OL"
"1372",35,20,"M","OL"
"1373",41,36,"F","DM"
"1374",53,36,"F","DM"
"1375",132,52,"M","DS"
"1376",128,49,"F","DS"
"1377",46,35,"M","DM"
"1378",119,50,"M","DS"
"1379",125,48,"F","DS"
"1380",27,20,"M","OL"
"1381",27,18,"M","OT"
"1382",72,29,"F","NL"
"1383",35,34,"M","DM"
"1384",94,52,"M","DS"
"1385",45,37,"M","DM"
"1386",17,20,"F","OT"
"1387",106,51,"M","DS"
"1388",15,20,"F","PP"
"1389",45,34,"M","DO"
"1390",144,52,"M","DS"
"1391",47,35,"M","DM"
"1392",40,36,"F","DM"
"1393",105,30,"F","NL"
"1394",45,33,"F","DO"
"1395",28,20,"M","OT"
"1396",30,20,"F","OT"
"1397",93,48,"M","DS"
"1398",93,51,"F","DS"
"1399",124,49,"M","DS"
"1400",103,49,"M","DS"
"1401",27,21,"F","OT"
"1402",81,49,"F","DS"
"1403",48,35,"F","DM"
"1404",142,50,"M","DS"
"1405",53,35,"M","DM"
"1406",87,48,"M","DS"
"1407",144,50,"M","DS"
"1408",117,52,"F","DS"
"1409",20,21,"M","OT"
"1410",19,31,"F","OT"
"1411",14,20,"F","PP"
"1412",49,38,"M","DM"
"1413",18,19,"F","OT"
"1414",29,20,"F","OL"
"1415",47,37,"M","DM"
"1416",23,20,"M","PE"
"1417",131,53,"M","DS"
"1418",31,20,"M","OT"
"1419",35,37,"M","DM"
"1420",118,52,"M","DS"
"1421",20,19,"M","OT"
"1422",152,31,"F","NL"
"1423",138,50,"M","DS"
"1424",37,35,"F","DM"
"1425",21,20,"F","OT"
"1426",41,37,"F","DM"
"1427",50,36,"M","DM"
"1428",27,19,"M","OT"
"1429",153,52,"F","DS"
"1430",122,47,"F","DS"
"1431",106,47,"F","DS"
"1432",49,39,"M","DM"
"1433",24,19,"F","PE"
"1434",19,19,"M","OT"
"1435",14,22,"F","PP"
"1436",40,37,"F","DM"
"1437",34,19,"F","OL"
"1438",34,22,"M","OL"
"1439",46,20,"F","OL"
"1440",45,37,"M","DM"
"1441",16,20,"F","PP"
"1442",21,20,"M","OT"
"1443",49,36,"F","DM"
"1444",23,20,"F","OT"
"1445",7,16,"F","PF"
"1446",40,20,"F","OL"
"1447",46,36,"F","DM"
"1448",29,20,"F","OT"
"1449",119,50,"F","DS"
"1450",129,47,"M","DS"
"1451",22,20,"M","OT"
"1452",24,19,"M","OT"
"1453",35,36,"F","DM"
"1454",46,35,"F","DM"
"1455",7,15,"F","PF"
"1456",124,50,"F","DS"
"1457",53,36,"M","DM"
"1458",46,37,"F","DM"
"1459",43,36,"F","DM"
"1460",25,21,"F","OT"
"1461",31,19,"F","OL"
"1462",120,53,"M","DS"
"1463",26,20,"F","OT"
"1464",51,37,"M","DM"
"1465",14,22,"F","PP"
"1466",26,33,"M","DO"
"1467",52,35,"M","DO"
"1468",137,49,"M","DS"
"1469",92,32,"F","NL"
"1470",50,36,"M","DO"
"1471",151,51,"F","DS"
"1472",211,32,"F","NL"
"1473",47,33,"F","DO"
"1474",45,32,"F","DM"
"1475",16,21,"M","PP"
"1476",46,38,"M","DM"
"1477",40,33,"F","DM"
"1478",145,50,"F","DS"
"1479",43,37,"M","DM"
"1480",25,21,"F","OL"
"1481",28,34,"F","DM"
"1482",29,35,"M","DM"
"1483",19,19,"M","PE"
"1484",143,50,"M","DS"
"1485",156,51,"M","DS"
"1486",123,51,"M","DS"
"1487",27,20,"F","OT"
"1488",120,51,"F","DS"
"1489",123,50,"F","DS"
"1490",24,21,"M","PE"
"1491",21,21,"F","OT"
"1492",45,37,"M","DM"
"1493",133,32,"M","NL"
"1494",27,21,"M","OL"
"1495",22,22,"M","OT"
"1496",49,34,"M","DO"
"1497",102,47,"F","DS"
"1498",171,32,"M","NL"
"1499",18,19,"M","OT"
"1500",19,21,"M","OT"
"1501",32,21,"F","OL"
"1502",122,52,"F","DS"
"1503",36,22,"M","OL"
"1504",133,52,"F","DS"
"1505",19,18,"M","PE"
"1506",7,20,"M","PF"
"1507",130,48,"M","DS"
"1508",23,21,"F","OT"
"1509",19,20,"F","OT"
"1510",35,35,"F","DM"
"1511",49,37,"F","DM"
"1512",50,38,"M","DM"
"1513",135,52,"M","DS"
"1514",126,50,"F","DS"
"1515",16,21,"F","PP"
"1516",49,35,"F","DM"
"1517",26,21,"F","OT"
"1518",47,36,"M","DM"
"1519",47,37,"F","DM"
"1520",23,20,"M","OT"
"1521",274,33,"F","NL"
"1522",127,49,"M","DS"
"1523",7,14,"M","RM"
"1524",21,19,"F","OT"
"1525",49,35,"M","DM"
"1526",24,19,"F","PE"
"1527",30,33,"F","DM"
"1528",20,18,"M","OT"
"1529",40,36,"M","DM"
"1530",22,21,"M","OT"
"1531",49,36,"F","DM"
"1532",22,20,"F","OT"
"1533",6,14,"M","PF"
"1534",17,19,"M","PE"
"1535",48,36,"M","DM"
"1536",7,13,"M","RM"
"1537",22,20,"F","OT"
"1538",26,34,"M","DM"
"1539",23,20,"F","OT"
"1540",9,14,"F","RM"
"1541",31,21,"M","OL"
"1542",23,20,"M","OT"
"1543",21,20,"F","OT"
"1544",24,21,"F","OT"
"1545",124,50,"F","DS"
"1546",50,36,"M","DM"
"1547",130,51,"M","DS"
"1548",136,48,"M","DS"
"1549",34,21,"F","OL"
"1550",7,14,"M","PF"
"1551",30,35,"F","DM"
"1552",21,21,"M","OT"
"1553",7,14,"F","PF"
"1554",128,49,"F","DS"
"1555",33,21,"F","OL"
"1556",51,35,"F","DM"
"1557",25,22,"M","PM"
"1558",28,20,"F","OT"
"1559",34,21,"M","OL"
"1560",109,31,"F","NL"
"1561",48,36,"M","DM"
"1562",50,37,"M","DM"
"1563",141,49,"F","DS"
"1564",35,19,"F","OL"
"1565",8,14,"F","PF"
"1566",52,38,"M","DM"
"1567",49,36,"F","DM"
"1568",25,36,"M","DM"
"1569",36,21,"M","OL"
"1570",186,30,"F","NL"
"1571",7,14,"M","RM"
"1572",51,34,"M","DO"
"1573",41,20,"M","OL"
"1574",27,33,"F","DM"
"1575",21,34,"M","DM"
"1576",20,19,"M","PE"
"1577",153,31,"M","NL"
"1578",23,21,"M","PM"
"1579",53,36,"M","DM"
"1580",43,35,"F","DM"
"1581",22,19,"M","OT"
"1582",44,35,"M","DM"
"1583",45,34,"F","DM"
"1584",50,35,"F","DM"
"1585",54,33,"F","DO"
"1586",43,36,"M","DM"
"1587",110,48,"M","DS"
"1588",118,52,"F","DS"
"1589",41,36,"F","DM"
"1590",49,36,"M","DM"
"1591",22,20,"F","OT"
"1592",36,34,"F","DM"
"1593",42,31,"F","DO"
"1594",19,19,"M","OL"
"1595",22,19,"M","OT"
"1596",122,33,"F","NL"
"1597",29,21,"M","OL"
"1598",44,36,"M","DM"
"1599",51,35,"M","DM"
"1600",118,47,"F","DS"
"1601",168,31,"F","NL"
"1602",36,36,"M","DM"
"1603",46,36,"M","DM"
"1604",43,36,"F","DM"
"1605",46,34,"M","DM"
"1606",45,35,"F","DM"
"1607",42,35,"F","DM"
"1608",19,19,"M","OT"
"1609",43,36,"M","DM"
"1610",46,35,"M","DM"
"1611",29,19,"F","OL"
"1612",134,53,"F","DS"
"1613",31,21,"F","OL"
"1614",40,34,"F","DM"
"1615",53,38,"M","DM"
"1616",122,33,"F","NL"
"1617",48,36,"M","DM"
"1618",54,38,"M","DM"
"1619",45,35,"F","DM"
"1620",20,20,"M","OT"
"1621",24,20,"M","OT"
"1622",48,36,"F","DM"
"1623",23,18,"M","OT"
"1624",22,20,"M","OT"
"1625",23,20,"F","OT"
"1626",42,35,"M","DM"
"1627",41,33,"F","DM"
"1628",134,49,"M","DS"
"1629",48,39,"M","DM"
"1630",36,21,"M","OL"
"1631",44,34,"M","DO"
"1632",217,33,"F","NL"
"1633",50,37,"M","DO"
"1634",8,15,"M","PF"
"1635",154,52,"F","DS"
"1636",141,49,"M","DS"
"1637",42,34,"F","DM"
"1638",35,20,"F","OL"
"1639",143,50,"F","DS"
"1640",9,15,"F","RM"
"1641",39,34,"F","DM"
"1642",11,12,"F","RM"
"1643",39,34,"M","DM"
"1644",16,22,"M","PP"
"1645",46,37,"M","DM"
"1646",50,35,"F","DM"
"1647",18,18,"F","PE"
"1648",103,50,"F","DS"
"1649",46,36,"M","DM"
"1650",49,38,"M","DM"
"1651",21,19,"M","PE"
"1652",36,37,"M","DM"
"1653",53,35,"M","DO"
"1654",10,16,"F","PF"
"1655",33,34,"F","DM"
"1656",37,38,"M","DM"
"1657",29,33,"F","DO"
"1658",132,47,"M","DS"
"1659",8,15,"M","PF"
"1660",23,21,"M","OT"
"1661",36,36,"F","DM"
"1662",21,20,"F","OT"
"1663",29,20,"M","OL"
"1664",49,36,"F","DM"
"1665",23,21,"M","OL"
"1666",32,20,"M","OL"
"1667",24,20,"F","OL"
"1668",47,38,"M","DM"
"1669",22,19,"M","OT"
"1670",12,17,"F","RM"
"1671",150,52,"F","DS"
"1672",49,37,"M","DM"
"1673",34,21,"F","OL"
"1674",40,35,"F","DM"
"1675",132,51,"F","DS"
"1676",25,34,"F","DM"
"1677",36,21,"M","OL"
"1678",50,34,"F","DO"
"1679",45,37,"M","DM"
"1680",47,35,"M","DM"
"1681",46,38,"M","DM"
"1682",29,32,"F","DM"
"1683",136,50,"F","DS"
"1684",45,37,"M","DM"
"1685",9,18,"F","RM"
"1686",27,21,"F","OL"
"1687",214,32,"F","NL"
"1688",20,20,"M","OT"
"1689",25,21,"F","OT"
"1690",40,35,"M","DM"
"1691",30,21,"F","OL"
"1692",48,36,"M","DM"
"1693",114,32,"F","NL"
"1694",131,52,"M","DS"
"1695",8,16,"M","PF"
"1696",9,17,"F","RM"
"1697",9,16,"M","RM"
"1698",51,36,"F","DO"
"1699",17,20,"F","PE"
"1700",26,37,"M","DM"
"1701",32,31,"M","DO"
"1702",25,20,"M","OT"
"1703",114,46,"F","DS"
"1704",31,22,"M","OL"
"1705",49,35,"M","DM"
"1706",50,33,"M","DO"
"1707",142,50,"M","DS"
"1708",10,16,"M","RM"
"1709",9,16,"F","PF"
"1710",187,35,"M","NL"
"1711",50,34,"M","DO"
"1712",52,37,"F","DM"
"1713",44,38,"M","DM"
"1714",43,36,"F","DM"
"1715",42,35,"M","DM"
"1716",23,20,"M","OT"
"1717",46,36,"F","DM"
"1718",37,35,"F","DM"
"1719",42,34,"F","DM"
"1720",44,36,"F","DM"
"1721",113,48,"F","DS"
"1722",48,36,"M","DM"
"1723",39,35,"F","DM"
"1724",21,21,"M","OT"
"1725",239,35,"M","NL"
"1726",42,34,"M","DM"
"1727",20,21,"F","OT"
"1728",46,37,"F","DM"
"1729",241,35,"M","NL"
"1730",21,20,"F","OT"
"1731",43,35,"M","DM"
"1732",48,36,"M","DM"
"1733",47,37,"M","DM"
"1734",39,34,"F","DM"
"1735",36,37,"M","DM"
"1736",39,36,"F","DM"
"1737",49,37,"M","DM"
"1738",45,35,"M","DM"
"1739",40,35,"F","DM"
"1740",168,32,"M","NL"
"1741",32,34,"M","DO"
"1742",29,34,"M","DO"
"1743",44,36,"F","DM"
"1744",51,37,"M","DM"
"1745",46,35,"F","DM"
"1746",22,20,"M","OT"
"1747",43,36,"F","DO"
"1748",26,21,"F","OL"
"1749",37,36,"F","DM"
"1750",36,22,"M","OL"
"1751",20,20,"M","OT"
"1752",36,21,"M","OL"
"1753",45,37,"M","DM"
"1754",40,35,"M","DM"
"1755",37,36,"F","DM"
"1756",10,15,"F","RM"
"1757",7,14,"M","PF"
"1758",120,50,"F","DS"
"1759",131,48,"M","DS"
"1760",38,21,"F","OL"
"1761",53,35,"F","DO"
"1762",49,36,"F","DM"
"1763",68,47,"F","DS"
"1764",51,36,"M","DM"
"1765",43,36,"F","DM"
"1766",38,36,"F","DM"
"1767",34,21,"F","OL"
"1768",20,19,"F","OT"
"1769",7,15,"F","PF"
"1770",40,37,"F","DM"
"1771",120,33,"F","NL"
"1772",141,50,"F","DS"
"1773",40,36,"F","DM"
"1774",40,38,"M","DM"
"1775",44,37,"M","DM"
"1776",42,36,"F","DM"
"1777",37,36,"M","DM"
"1778",36,36,"F","DM"
"1779",54,38,"M","DM"
"1780",7,15,"F","PF"
"1781",7,16,"F","PF"
"1782",184,33,"F","NL"
"1783",22,20,"F","OT"
"1784",48,36,"F","DM"
"1785",61,37,"F","DM"
"1786",54,35,"F","DO"
"1787",41,34,"F","DM"
"1788",25,19,"M","OT"
"1789",27,21,"F","OT"
"1790",7,15,"F","PF"
"1791",50,35,"M","DM"
"1792",142,51,"M","DS"
"1793",47,35,"M","DM"
"1794",35,22,"F","OL"
"1795",10,15,"M","RM"
"1796",12,16,"F","RM"
"1797",39,21,"M","OL"
"1798",50,35,"F","DO"
"1799",128,52,"M","DS"
"1800",16,17,"F","RM"
"1801",25,20,"F","OT"
"1802",32,21,"F","OL"
"1803",47,33,"F","DO"
"1804",43,35,"M","DM"
"1805",44,34,"M","DO"
"1806",133,53,"M","DS"
"1807",8,14,"F","RM"
"1808",40,35,"F","DM"
"1809",47,35,"M","DM"
"1810",21,20,"M","PE"
"1811",42,36,"F","DM"
"1812",9,15,"M","PF"
"1813",19,22,"F","PE"
"1814",103,50,"F","DS"
"1815",37,19,"F","OL"
"1816",10,16,"M","RM"
"1817",36,34,"F","DM"
"1818",52,35,"F","DO"
"1819",46,33,"F","DO"
"1820",35,21,"M","OL"
"1821",23,34,"F","DM"
"1822",24,35,"F","DM"
"1823",40,37,"F","DM"
"1824",51,37,"M","DM"
"1825",147,54,"M","DS"
"1826",43,35,"F","DM"
"1827",48,36,"F","DM"
"1828",23,21,"M","PE"
"1829",55,37,"F","DO"
"1830",52,36,"M","DO"
"1831",46,37,"F","DM"
"1832",147,52,"M","DS"
"1833",48,35,"M","DM"
"1834",155,52,"M","DS"
"1835",129,50,"M","DS"
"1836",38,32,"F","DM"
"1837",50,36,"M","DM"
"1838",40,33,"F","DM"
"1839",29,19,"F","OT"
"1840",126,52,"M","DS"
"1841",37,34,"F","DM"
"1842",52,34,"M","DO"
"1843",37,36,"F","DM"
"1844",81,45,"M","DS"
"1845",79,46,"M","DS"
"1846",46,35,"F","DM"
"1847",47,36,"M","DM"
"1848",40,34,"F","DM"
"1849",49,36,"M","DM"
"1850",143,51,"M","DS"
"1851",36,35,"F","DM"
"1852",41,36,"M","DM"
"1853",38,35,"F","DM"
"1854",51,37,"M","DM"
"1855",39,36,"F","DM"
"1856",45,35,"M","DM"
"1857",48,36,"M","DM"
"1858",47,36,"M","DM"
"1859",56,38,"M","DM"
"1860",39,35,"M","DM"
"1861",41,36,"F","DM"
"1862",46,36,"M","DM"
"1863",42,37,"F","DM"
"1864",44,34,"M","DM"
"1865",49,32,"F","DM"
"1866",46,37,"M","DM"
"1867",51,36,"M","DM"
"1868",46,36,"F","DM"
"1869",170,34,"F","NL"
"1870",134,50,"M","DS"
"1871",136,52,"F","DS"
"1872",87,51,"M","DS"
"1873",46,36,"M","DM"
"1874",7,15,"M","PF"
"1875",33,20,"F","OL"
"1876",47,37,"M","DM"
"1877",5,15,"F","PF"
"1878",26,21,"M","OT"
"1879",26,20,"F","OT"
"1880",8,14,"M","RM"
"1881",42,34,"M","DM"
"1882",51,37,"M","DM"
"1883",11,16,"M","RM"
"1884",11,17,"M","RM"
"1885",7,15,"F","PF"
"1886",105,51,"M","DS"
"1887",7,14,"M","PF"
"1888",46,36,"F","DM"
"1889",9,17,"F","RM"
"1890",71,47,"M","DS"
"1891",143,53,"M","DS"
"1892",42,37,"M","DM"
"1893",147,32,"F","NL"
"1894",9,16,"F","RM"
"1895",142,50,"F","DS"
"1896",45,36,"F","DM"
"1897",37,21,"M","OL"
"1898",43,35,"M","DM"
"1899",24,20,"F","OT"
"1900",8,15,"M","RM"
"1901",21,21,"F","PE"
"1902",41,23,"F","OL"
"1903",40,21,"M","OL"
"1904",8,14,"M","PF"
"1905",42,36,"F","DM"
"1906",7,14,"F","PF"
"1907",45,34,"F","DM"
"1908",61,45,"F","DS"
"1909",91,47,"M","DS"
"1910",92,46,"F","DS"
"1911",113,47,"M","DS"
"1912",97,47,"F","DS"
"1913",81,48,"M","DS"
"1914",90,47,"M","DS"
"1915",19,33,"M","DM"
"1916",10,17,"F","OT"
"1917",145,52,"M","DS"
"1918",122,52,"M","DS"
"1919",10,19,"M","OT"
"1920",108,49,"F","DS"
"1921",8,15,"M","PF"
"1922",44,34,"F","DM"
"1923",36,19,"M","OL"
"1924",34,34,"M","DM"
"1925",130,50,"F","DS"
"1926",43,37,"F","DM"
"1927",105,47,"F","DS"
"1928",38,21,"M","OL"
"1929",33,20,"F","PE"
